datetime,count
2011-01-20 00:00:00,11.337313632679738
2011-01-20 01:00:00,5.521269415507295
2011-01-20 02:00:00,2.374943331228466
2011-01-20 03:00:00,2.0576003019656834
2011-01-20 04:00:00,1.902692158151996
2011-01-20 05:00:00,5.292254630642235
2011-01-20 06:00:00,37.58739847873622
2011-01-20 07:00:00,101.2211424883348
2011-01-20 08:00:00,221.55161595167502
2011-01-20 09:00:00,135.45158524699636
2011-01-20 10:00:00,58.4693268025132
2011-01-20 11:00:00,62.53372695365231
2011-01-20 12:00:00,82.27472761240769
2011-01-20 13:00:00,73.36438429675522
2011-01-20 14:00:00,78.7869865001035
2011-01-20 15:00:00,78.68322383761426
2011-01-20 16:00:00,94.97904779030146
2011-01-20 17:00:00,192.11326507214537
2011-01-20 18:00:00,167.43908850921108
2011-01-20 19:00:00,102.93099892305756
2011-01-20 20:00:00,71.92811645936997
2011-01-20 21:00:00,50.232135074124656
2011-01-20 22:00:00,44.28949697835295
2011-01-20 23:00:00,25.17108387026198
2011-01-21 00:00:00,12.281286376122118
2011-01-21 01:00:00,5.503783978763465
2011-01-21 02:00:00,2.0271200164382703
2011-01-21 03:00:00,1.5373876468288008
2011-01-21 04:00:00,1.8109407086783014
2011-01-21 05:00:00,2.6123911083928046
2011-01-21 06:00:00,31.597418758820886
2011-01-21 07:00:00,94.24999486404353
2011-01-21 08:00:00,190.04125535446704
2011-01-21 09:00:00,130.61123733637388
2011-01-21 10:00:00,50.4244880059996
2011-01-21 11:00:00,54.14206630012028
2011-01-21 12:00:00,67.97331757764998
2011-01-21 13:00:00,65.12549117571183
2011-01-21 14:00:00,59.6902244538861
2011-01-21 15:00:00,60.0942795607302
2011-01-21 16:00:00,84.53525819697879
2011-01-21 17:00:00,139.7973006340148
2011-01-21 18:00:00,141.18089647601028
2011-01-21 19:00:00,103.1425854578209
2011-01-21 20:00:00,65.19037232938375
2011-01-21 21:00:00,45.04641225343788
2011-01-21 22:00:00,32.06839778197201
2011-01-21 23:00:00,20.27940744499223
2011-01-22 00:00:00,21.273842899664505
2011-01-22 01:00:00,16.99613415274112
2011-01-22 02:00:00,13.075258699550965
2011-01-22 03:00:00,6.03744791783111
2011-01-22 04:00:00,2.3982815799730837
2011-01-22 06:00:00,2.986075986231975
2011-01-22 07:00:00,11.327906679683856
2011-01-22 08:00:00,24.711465946745992
2011-01-22 09:00:00,30.049619489108146
2011-01-22 10:00:00,50.30252764894373
2011-01-22 11:00:00,55.624555544589604
2011-01-22 12:00:00,66.71258321923743
2011-01-22 13:00:00,80.78799541943589
2011-01-22 14:00:00,73.33454131643296
2011-01-22 15:00:00,74.73953342641238
2011-01-22 16:00:00,72.92866439589841
2011-01-22 17:00:00,82.86407345610478
2011-01-22 18:00:00,52.724380974017436
2011-01-22 19:00:00,35.82992208918194
2011-01-22 20:00:00,35.8314476973038
2011-01-22 21:00:00,34.19627574834255
2011-01-22 22:00:00,27.921210801984554
2011-01-22 23:00:00,19.355804633122236
2011-01-23 00:00:00,26.927144121952658
2011-01-23 01:00:00,19.721596932301928
2011-01-23 02:00:00,13.836531319512368
2011-01-23 03:00:00,7.59730830914448
2011-01-23 05:00:00,2.0324130024825675
2011-01-23 06:00:00,2.2817436281824874
2011-01-23 07:00:00,6.664423270653977
2011-01-23 08:00:00,15.892715760395626
2011-01-23 09:00:00,22.852547724161372
2011-01-23 10:00:00,49.96621038664322
2011-01-23 11:00:00,59.478346633449135
2011-01-23 12:00:00,68.98320763136626
2011-01-23 13:00:00,64.65880035119554
2011-01-23 14:00:00,75.1195469941923
2011-01-23 15:00:00,73.97505382857169
2011-01-23 16:00:00,73.39377624308753
2011-01-23 17:00:00,62.59203291130322
2011-01-23 18:00:00,59.465229812739565
2011-01-23 19:00:00,37.96729134612186
2011-01-23 20:00:00,30.732963507120573
2011-01-23 21:00:00,24.109180372843277
2011-01-23 22:00:00,15.922492027829444
2011-01-23 23:00:00,12.630402076850963
2011-01-24 00:00:00,8.207381449078133
2011-01-24 01:00:00,2.7230482486212453
2011-01-24 03:00:00,1.8750299880320214
2011-01-24 04:00:00,2.122369656807215
2011-01-24 05:00:00,5.239925307875335
2011-01-24 06:00:00,26.44631992542115
2011-01-24 07:00:00,80.10134161661384
2011-01-24 08:00:00,162.29447907215817
2011-01-24 09:00:00,109.62390472731458
2011-01-24 10:00:00,41.11590488639526
2011-01-24 11:00:00,38.47904228318966
2011-01-24 12:00:00,50.7393217849463
2011-01-24 13:00:00,48.86275207406703
2011-01-24 14:00:00,45.36003465111711
2011-01-24 15:00:00,53.675046277545306
2011-01-24 16:00:00,69.8457218828103
2011-01-24 17:00:00,132.7274515168753
2011-01-24 18:00:00,132.00636763242127
2011-01-24 19:00:00,94.15146191518595
2011-01-24 20:00:00,59.91933767123782
2011-01-24 21:00:00,45.04151578700144
2011-01-24 22:00:00,26.01559132258149
2011-01-24 23:00:00,20.06281907036883
2011-01-25 00:00:00,7.098270979550692
2011-01-25 01:00:00,3.2810204501290436
2011-01-25 02:00:00,1.9499604896600364
2011-01-25 04:00:00,0.890598913883075
2011-01-25 05:00:00,5.513028387265171
2011-01-25 06:00:00,35.211032224211074
2011-01-25 07:00:00,85.6500462158261
